"model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
"Adam",2019,9995,"Manual",3963,"Petrol",145,44.8,1.2
"A1",2013,10328,"Automatic",49898,"Petrol",125,53.3,1.4
"Yaris",2017,11750,"Automatic",29823,"Hybrid",135,76.3,1.5
"A4",2016,17702,"Manual",22478,"Diesel",30,67.3,2
"Astra",2017,10498,"Manual",37281,"Diesel",150,76.3,1.6
"Insignia",2017,11800,"Manual",17050,"Petrol",150,47.1,1.5
"Aygo",2017,6980,"Manual",6545,"Petrol",145,69,1
"A4",2019,46450,"Automatic",2000,"Diesel",145,39.2,3
"Aygo",2019,8900,"Manual",5897,"Petrol",145,56.5,1
"Superb",2018,17067,"Manual",14238,"Petrol",145,54.3,1.4
"A4",2020,43990,"Semi-Auto",4250,"Diesel",145,40.4,3
"Mokka X",2016,10991,"Semi-Auto",20108,"Diesel",145,56.5,1.6
"Mokka X",2019,12998,"Manual",14568,"Petrol",145,39.2,1.4
"Aygo",2019,10695,"Semi-Auto",7812,"Petrol",145,55.4,1
"A3",2019,21656,"Manual",10065,"Petrol",145,47.1,1
"Q3",2016,18300,"Manual",32498,"Diesel",150,52.3,2
"Octavia",2014,6999,"Manual",56800,"Diesel",0,74.3,1.6
"A3",2018,19995,"Manual",17789,"Petrol",145,54.3,1.5
"A1",2019,21750,"Semi-Auto",5024,"Petrol",145,47.1,1
"Grandland X",2019,15798,"Manual",10586,"Diesel",150,48.7,1.5
"Yaris",2019,14495,"Automatic",15100,"Hybrid",135,76.3,1.5
"Auris",2015,12799,"Automatic",26622,"Hybrid",0,72.4,1.8
"Corsa",2017,8479,"Manual",17493,"Petrol",30,55.4,1.4
"Superb",2019,24895,"Automatic",15,"Petrol",150,38.2,2
"Superb",2019,28995,"Semi-Auto",7200,"Diesel",145,44.1,2
"A4",2016,16050,"Manual",25276,"Diesel",30,67.3,2
"Q7",2014,21975,"Automatic",47522,"Diesel",300,38.2,3
"Astra",2016,8999,"Manual",35824,"Petrol",125,51.4,1.4
"Superb",2017,16995,"Semi-Auto",26777,"Diesel",145,61.4,2
"Q2",2018,18990,"Manual",8100,"Petrol",150,52.3,1.4
"Mokka X",2017,11450,"Manual",13724,"Petrol",145,47.1,1.4
"Karoq",2019,22495,"Automatic",5257,"Petrol",145,50.4,1.5
"Corsa",2015,7499,"Manual",24644,"Petrol",30,55.4,1.4
"Meriva",2016,7955,"Manual",27616,"Petrol",145,47.1,1.4
"Mokka X",2017,9848,"Manual",39000,"Petrol",200,43.5,1.4
"Q3",2016,19840,"Semi-Auto",28965,"Diesel",150,52.3,2
"A4",2016,23500,"Semi-Auto",26270,"Diesel",145,56.5,2
"Astra",2007,2495,"Automatic",90254,"Petrol",305,36.2,1.8
"Corsa",2019,9499,"Manual",2500,"Petrol",145,43.5,1.4
"Mokka X",2017,10795,"Manual",27500,"Petrol",200,42.2,1.6
"Mokka X",2019,12498,"Manual",10291,"Petrol",145,39.2,1.4
"Mokka X",2016,8991,"Manual",47256,"Diesel",20,68.9,1.6
"Mokka X",2019,14500,"Manual",8632,"Petrol",145,39.2,1.4
"Q5",2020,36500,"Semi-Auto",6500,"Diesel",145,38.2,2
"A3",2018,17670,"Manual",19517,"Petrol",145,54.3,1.5
"RAV4",2016,18823,"Automatic",30045,"Hybrid",20,57.6,2.5
"Astra",2016,7298,"Manual",63340,"Diesel",0,78.5,1.6
"Q2",2019,21944,"Semi-Auto",3588,"Diesel",145,47.9,1.6
"A3",2019,22450,"Manual",100,"Diesel",145,55.4,2
"Astra",2017,12495,"Semi-Auto",13000,"Petrol",125,51.4,1.4
"Corsa",2019,8495,"Manual",10128,"Petrol",145,43.5,1.4
"Aygo",2019,8000,"Manual",5354,"Petrol",145,56.5,0
"Mokka X",2017,11900,"Manual",18931,"Petrol",150,47.1,1.4
"Yaris",2017,9995,"Manual",24117,"Petrol",30,55,1.3
"GTC",2017,10830,"Manual",18927,"Diesel",30,64.2,1.6
"Citigo",2016,5990,"Manual",27514,"Petrol",20,62.8,1
"Aygo",2017,8690,"Manual",2908,"Petrol",0,68.9,1
"Aygo",2017,8799,"Manual",1000,"Petrol",145,68.9,1
"Q2",2020,23000,"Manual",2999,"Petrol",119.927100394705,45.6,1
"Q3",2019,34485,"Automatic",10,"Diesel",145,47.1,2
"Yaris",2020,15490,"Manual",1124,"Petrol",145,47.9,1.5
"R8",2014,58450,"Automatic",35000,"Petrol",570,21.9,5.2
"Astra",2019,11690,"Manual",11858,"Petrol",150,48.7,1
"Aygo",2019,9510,"Manual",1157,"Petrol",145,57.7,1
"Q5",2019,35950,"Automatic",3003,"Diesel",150,38.2,2
"Zafira",2017,12950,"Automatic",18000,"Petrol",200,40.9,1.4
"Corsa",2019,9699,"Manual",4511,"Petrol",145,43.5,1.4
"Astra",2017,8499,"Manual",35893,"Petrol",125,51.4,1.4
"TT",2019,31000,"Automatic",6000,"Petrol",119.927100394705,38.7,2
"Mokka X",2019,14499,"Manual",9472,"Petrol",150,39.2,1.4
"Corsa",2017,7350,"Manual",35230,"Petrol",30,54.3,1.4
"Rapid",2013,4990,"Manual",44000,"Petrol",30,55.4,1.2
"Mokka",2014,7543,"Manual",52182,"Diesel",30,62.8,1.7
"Fabia",2017,8995,"Manual",15750,"Petrol",145,60.1,1.2
"Fabia",2017,7690,"Manual",50130,"Petrol",150,60.1,1.2
"A3",2018,18500,"Manual",23611,"Petrol",145,60.1,1
"A5",2019,27990,"Semi-Auto",50,"Petrol",145,39.8,2
"Karoq",2020,29995,"Manual",2000,"Diesel",145,42.8,2
"Aygo",2017,9495,"Manual",14400,"Petrol",0,68.9,1
"A4",2016,12499,"Manual",31182,"Petrol",125,53.3,1.4
"Mokka",2017,12200,"Manual",10031,"Petrol",145,47.1,1.4
"Auris",2017,10300,"Manual",14000,"Petrol",30,58.9,1.2
"Astra",2017,10900,"Manual",19428,"Petrol",145,51.4,1.4
"Astra",2012,4732,"Manual",67103,"Diesel",125,61.4,2
"Yaris",2016,7498,"Manual",30712,"Petrol",30,58,1.3
"Kamiq",2019,19995,"Manual",1100,"Petrol",145,47.9,1
"Corsa",2016,7491,"Manual",28390,"Petrol",30,55.4,1.4
"A5",2018,26900,"Semi-Auto",15000,"Petrol",150,50.4,2
"A3",2015,12950,"Automatic",29255,"Diesel",30,62.8,2
"Astra",2016,8290,"Manual",49328,"Diesel",0,76.3,1.6
"Crossland X",2020,17994,"Manual",13,"Petrol",150,47.1,1.2
"Mokka X",2019,14500,"Manual",9495,"Petrol",145,39.2,1.4
"Mokka X",2019,15398,"Manual",8227,"Petrol",145,47.1,1.4
"RAV4",2017,25000,"Automatic",22860,"Hybrid",20,55.4,2.5
"Adam",2017,6795,"Manual",37464,"Petrol",150,52.3,1.4
"Q3",2014,13490,"Automatic",48000,"Diesel",200,47.9,2
"Q3",2016,18990,"Semi-Auto",9106,"Diesel",145,51.4,2
"Octavia",2019,19998,"Semi-Auto",10,"Diesel",145,53.3,2
"Prius",2019,21500,"Automatic",4000,"Hybrid",135,235,1.8
"Avensis",2009,2890,"Manual",114000,"Diesel",145,55.4,2
"Mokka X",2017,10750,"Manual",10000,"Petrol",200,42.2,1.6
"Insignia",2017,13499,"Manual",12148,"Petrol",145,47.1,1.5
"Q5",2019,31000,"Automatic",18,"Diesel",145,39.2,2
"Kodiaq",2017,26495,"Automatic",20101,"Petrol",145,38.2,2
"Octavia",2015,12995,"Semi-Auto",63187,"Diesel",145,55.4,2
"Aygo",2015,6500,"Manual",36000,"Petrol",0,69,1
"Astra",2016,7998,"Manual",42198,"Diesel",0,76.3,1.6
"Octavia",2019,13990,"Manual",12269,"Petrol",145,55.4,1.5
"Mokka X",2016,9250,"Manual",43710,"Diesel",30,65.7,1.6
"Octavia",2018,12998,"Manual",22930,"Diesel",145,68.9,1.6
"Zafira",2016,9000,"Manual",66329,"Petrol",205,42.2,1.4
"RAV4",2016,12498,"Manual",49814,"Diesel",125,60.1,2
"Prius",2017,21450,"Automatic",15351,"Hybrid",135,85.6,1.8
"Aygo",2017,7795,"Manual",21400,"Petrol",145,68.9,1
"Zafira",2018,12190,"Manual",15866,"Petrol",145,41.5,1.4
"Mokka X",2017,11650,"Semi-Auto",37000,"Petrol",165,43.5,1.4
"Corsa",2016,6995,"Manual",30042,"Petrol",0,65.7,1
"Corolla",2019,19990,"Automatic",9968,"Hybrid",135,85.6,1.8
"Auris",2016,12995,"Automatic",40133,"Hybrid",0,78.5,1.8
"Astra",2017,11395,"Manual",16639,"Petrol",150,51.4,1.4
"Corsa",2015,4799,"Manual",64482,"Diesel",0,74.3,1.2
"Mokka X",2019,19999,"Automatic",8266,"Diesel",145,47.1,1.6
"Corsa",2019,9680,"Manual",8029,"Petrol",145,43.5,1.4
"Insignia",2015,6999,"Manual",65201,"Diesel",0,76.3,2
"Auris",2014,10400,"Automatic",64854,"Hybrid",0,70.6,1.8
"A4",2020,36950,"Automatic",3200,"Diesel",145,45.6,2
"Crossland X",2017,8799,"Manual",32000,"Petrol",150,54.3,1.2
"Fabia",2019,9195,"Manual",8183,"Petrol",145,57.7,1
"Yaris",2019,12000,"Manual",6256,"Petrol",145,47.9,1.5
"Astra",2017,10990,"Semi-Auto",19760,"Petrol",125,50.4,1.4
"A1",2018,18990,"Semi-Auto",28660,"Petrol",145,70.6,1.4
"Fabia",2016,7070,"Manual",60250,"Diesel",0,76.4,1.4
"Aygo",2018,7998,"Manual",15111,"Petrol",150,68.9,1
"Q7",2019,46395,"Automatic",6974,"Diesel",145,32.8,3
"A1",2016,12991,"Manual",30321,"Petrol",30,58.9,1.4
"Aygo",2017,7399,"Manual",17945,"Petrol",150,68.9,1
"Grandland X",2019,16298,"Manual",8646,"Diesel",150,48.7,1.5
"Aygo",2016,8450,"Manual",12935,"Petrol",0,69,1
"Yaris",2017,10498,"Manual",9857,"Petrol",30,55,1.3
"Astra",2015,7490,"Manual",41128,"Petrol",165,44.8,1.6
"Astra",2019,13359,"Manual",17697,"Petrol",150,51.4,1.4
"Insignia",2018,14000,"Manual",11624,"Diesel",145,65.7,1.6
"Yaris",2017,10995,"Automatic",9851,"Petrol",145,60.1,1.5
"Meriva",2016,6900,"Manual",26641,"Petrol",145,47.1,1.4
"Q3",2014,12000,"Manual",79389,"Diesel",165,50.4,2
"Crossland X",2018,10250,"Manual",18274,"Diesel",145,78.5,1.6
"Corsa",2016,7593,"Manual",30500,"Petrol",30,55.4,1.4
"Corsa",2019,10498,"Manual",372,"Petrol",145,43.5,1.4
"Corsa",2019,9990,"Manual",1998,"Petrol",145,43.5,1.4
"Aygo",2019,9990,"Manual",2863,"Petrol",150,56.5,1
"Q5",2017,21700,"Semi-Auto",52073,"Diesel",150,56.5,2
"Yaris",2019,12750,"Automatic",4256,"Petrol",145,47.9,1.5
"Corsa",2019,10698,"Manual",9118,"Petrol",150,44.8,1.4
"A6",2013,11995,"Semi-Auto",40003,"Diesel",145,56.5,2
"Astra",2015,8995,"Manual",25874,"Petrol",125,51.4,1.4
"Aygo",2017,7352,"Manual",16002,"Petrol",145,69,1
"Q3",2015,18500,"Automatic",26240,"Diesel",160,50.4,2
"Meriva",2014,4639,"Manual",62604,"Petrol",145,47.9,1.4
"Astra",2018,11995,"Manual",1250,"Petrol",145,62.8,1
"Q7",2017,35495,"Automatic",22489,"Diesel",145,47.9,3
"RAV4",2016,18490,"Automatic",40049,"Hybrid",20,57.6,2.5
"Q3",2019,25946,"Semi-Auto",12186,"Diesel",119.927100394705,48.7,2
"Q2",2019,26695,"Semi-Auto",5295,"Petrol",145,39.8,1.5
"Fabia",2019,12790,"Manual",6045,"Petrol",145,60.1,1
"Astra",2017,9595,"Manual",17862,"Petrol",20,62.8,1
"Fabia",2019,14490,"Manual",1707,"Petrol",145,51.4,1
"Mokka X",2019,14795,"Manual",8838,"Petrol",145,39.2,1.4
"Fabia",2017,9490,"Semi-Auto",38127,"Petrol",145,61.4,1
"A1",2016,11199,"Automatic",21246,"Petrol",20,64.2,1
"Mokka X",2016,11000,"Manual",40499,"Petrol",145,47.1,1.4
"Astra",2016,9999,"Manual",25177,"Diesel",0,83.1,1.6
"Yaris",2015,11157,"Automatic",35841,"Hybrid",0,78,1.5
"Mokka X",2017,12399,"Semi-Auto",22720,"Petrol",160,43.5,1.4
"Viva",2019,7995,"Manual",6239,"Petrol",145,46.3,1
"Crossland X",2019,10998,"Manual",7078,"Petrol",145,44.8,1.2
"Astra",2013,2990,"Manual",1e+05,"Diesel",30,62.8,1.7
"C-HR",2017,19995,"Automatic",30612,"Hybrid",135,74.3,1.8
"Astra",2015,6499,"Manual",35649,"Petrol",145,48.7,1.4
"A5",2015,17495,"Semi-Auto",26143,"Diesel",125,60.1,2
"A1",2015,11490,"Manual",22000,"Petrol",30,55.4,1.4
"Corsa",2016,5750,"Manual",60554,"Petrol",30,55.4,1.4
"Corsa",2019,10438,"Manual",10266,"Petrol",145,44.8,1.4
"Kamiq",2020,19995,"Manual",1562,"Petrol",150,47.9,1
"Auris",2017,12990,"Automatic",48532,"Hybrid",140,78.5,1.8
"Astra",2014,6990,"Semi-Auto",53216,"Diesel",160,50.4,2
"Octavia",2016,11940,"Manual",63049,"Diesel",30,64.2,2
"A3",2017,14000,"Manual",34668,"Diesel",150,68.9,1.6
"Zafira",2017,12395,"Automatic",39100,"Petrol",145,40.9,1.4
"Mokka X",2018,11690,"Manual",16726,"Petrol",145,39.2,1.4
"Yaris",2019,11816,"Manual",6818,"Petrol",145,47.9,1.5
"RAV4",2014,11998,"Semi-Auto",51258,"Petrol",235,39.2,2
"Astra",2018,11799,"Manual",13813,"Petrol",145,51.4,1.4
"Corsa",2017,9495,"Manual",4421,"Petrol",145,55.4,1.4
"Corsa",2020,13998,"Manual",10,"Petrol",145,52.3,1.2
"Auris",2016,13995,"Automatic",33462,"Hybrid",0,72.4,1.8
"Fabia",2019,9590,"Manual",7148,"Petrol",150,57.7,1
"Q3",2019,26946,"Semi-Auto",15811,"Petrol",145,38.2,1.5
"A6",2015,17999,"Automatic",36000,"Diesel",125,58.9,3
"Corsa",2017,5444,"Manual",75921,"Petrol",30,54.3,1.4
"Q5",2019,35245,"Semi-Auto",7533,"Petrol",145,32.1,2
"A3",2020,21450,"Manual",6552,"Petrol",150,47.9,1
"Corsa",2015,6830,"Manual",27561,"Petrol",30,55.4,1.4
"Astra",2016,8498,"Manual",36072,"Petrol",20,64.2,1
"Aygo",2018,8998,"Semi-Auto",19885,"Petrol",145,67.3,1
"Kodiaq",2019,27994,"Automatic",1452,"Diesel",145,42.2,2
"Fabia",2017,12000,"Automatic",14030,"Petrol",145,61.4,1
"Combo Life",2019,15640,"Automatic",2812,"Diesel",145,50.4,1.5
"Mokka X",2018,11998,"Manual",14611,"Petrol",145,47.1,1.4
"A1",2015,9995,"Manual",19603,"Diesel",0,80.7,1.6
"A6",2018,24480,"Semi-Auto",30067,"Petrol",150,47.1,1.8
"Corsa",2015,6299,"Manual",45893,"Petrol",30,54.3,1.4
"Astra",2015,6420,"Manual",27477,"Petrol",125,51.4,1.4
"A6",2017,20998,"Semi-Auto",31232,"Diesel",150,58.9,2
"A6",2010,8450,"Manual",42000,"Diesel",160,49.6,2
"Astra",2011,3495,"Manual",85000,"Diesel",20,68.9,1.2
"Yaris",2015,6798,"Manual",37425,"Petrol",30,58,1.3
"Insignia",2018,13500,"Manual",15452,"Petrol",150,50.4,1.5
"Q5",2020,37981,"Semi-Auto",4002,"Diesel",145,38.2,2
"RS6",2018,70000,"Automatic",3840,"Petrol",150,29.4,4
"Q2",2020,27450,"Semi-Auto",2500,"Petrol",145,42.2,1.5
"A6",2015,17000,"Automatic",64266,"Diesel",200,47.9,3
"Aygo",2019,8930,"Manual",4717,"Petrol",145,57.7,1
"Kodiaq",2019,29495,"Automatic",5675,"Petrol",145,31.7,2
"A1",2019,18611,"Manual",7694,"Petrol",150,50.4,1
"Fabia",2019,12485,"Manual",938,"Petrol",145,51.4,1
"Astra",2016,8730,"Manual",21090,"Petrol",125,51.4,1.4
"Q5",2016,22295,"Semi-Auto",32300,"Diesel",200,47.1,2
"Adam",2019,9994,"Manual",529,"Petrol",145,44.8,1.2
"Corsa",2015,7288,"Manual",15000,"Petrol",125,54.3,1.4
"Scala",2019,17490,"Automatic",8347,"Diesel",145,54.3,1.6
"Astra",2014,5995,"Manual",49000,"Petrol",125,51.4,1.4
"Insignia",2019,16248,"Manual",2551,"Diesel",145,52.3,1.6
"Zafira",2017,10490,"Manual",49958,"Petrol",200,42.2,1.4
"Mokka X",2018,12745,"Manual",4604,"Petrol",145,39.2,1.4
"Mokka X",2017,10390,"Manual",30339,"Diesel",145,72.4,1.6
"Mokka X",2017,10498,"Manual",40000,"Petrol",145,47.1,1.4
"Crossland X",2020,18000,"Semi-Auto",52,"Diesel",145,55.4,1.5
"A1",2013,8609,"Manual",43070,"Petrol",125,52.3,1.4
"Superb",2019,26550,"Automatic",3352,"Diesel",145,42.8,2
"Corsa",2010,3490,"Manual",60000,"Petrol",125,51.4,1.4
"C-HR",2018,19995,"Automatic",10312,"Hybrid",140,74.3,1.8
"Q5",2019,31998,"Semi-Auto",65,"Petrol",150,33.2,2
"Aygo",2019,8000,"Manual",8012,"Petrol",150,56.5,1
"Q2",2018,18698,"Semi-Auto",14974,"Diesel",145,68.9,1.6
"Q5",2019,36500,"Automatic",1500,"Diesel",145,38.2,2
"Corsa",2014,6634,"Manual",47438,"Petrol",30,56.5,1
"Mokka X",2017,10999,"Manual",21403,"Petrol",145,47.1,1.4
"Astra",2019,11999,"Manual",15784,"Petrol",145,51.4,1.4
"Corsa",2016,7450,"Manual",32156,"Petrol",30,55.4,1.4
"Astra",2019,14345,"Manual",48,"Diesel",145,58.9,1.6
"Q3",2019,30000,"Automatic",5689,"Petrol",145,32.5,2
"Fabia",2019,11698,"Manual",2800,"Petrol",145,51.4,1
"A1",2017,19250,"Manual",16307,"Petrol",235,39.8,2
"Octavia",2014,12500,"Manual",38113,"Diesel",30,61.4,2
"Corsa",2019,9990,"Manual",8000,"Petrol",145,43.5,1.4
"A1",2016,14998,"Semi-Auto",19687,"Petrol",30,70.6,1.4
"Crossland X",2019,13498,"Manual",5015,"Petrol",145,47.1,1.2
"Yaris",2016,10500,"Automatic",33307,"Hybrid",0,86,1.5
"C-HR",2017,20995,"Automatic",17697,"Hybrid",135,74.3,1.8
"A4",2020,40900,"Semi-Auto",1964,"Diesel",145,40.4,3
"Yaris",2018,12999,"Automatic",7857,"Hybrid",135,76.3,1.5
"Q2",2017,19989,"Semi-Auto",23021,"Petrol",150,52.3,1.4
"Superb",2019,27495,"Automatic",1254,"Petrol",145,38.7,2
"Corsa",2016,7562,"Manual",2016,"Petrol",30,55.4,1.4
"Auris",2016,13495,"Automatic",25143,"Hybrid",0,78.5,1.8
"Corsa",2019,10999,"Automatic",14142,"Petrol",145,39.8,1.4
"Adam",2019,10995,"Manual",15,"Petrol",145,44.8,1.2
"Yaris",2019,11984,"Automatic",22000,"Petrol",145,47.9,1.5
"Corsa",2019,10990,"Manual",100,"Petrol",145,43.5,1.4
"Citigo",2018,7995,"Manual",4171,"Petrol",145,64.2,1
"Mokka",2017,11500,"Manual",23784,"Petrol",145,47.1,1.4
"A4",2017,17000,"Manual",14068,"Petrol",145,51.4,1.4
"Mokka X",2018,11995,"Manual",29883,"Petrol",145,47.1,1.4
"GTC",2015,8998,"Manual",20123,"Petrol",160,44.8,1.6
"Zafira",2015,10440,"Automatic",12396,"Diesel",200,46.3,2
"RAV4",2016,21500,"Automatic",15297,"Hybrid",20,57.6,2.5
"Astra",2020,15370,"Manual",20,"Petrol",145,54.3,1.2
"Astra",2016,8499,"Manual",35036,"Diesel",20,72.4,1.6
"Insignia",2018,12799,"Manual",24684,"Diesel",145,65.7,1.6
"Astra",2016,5999,"Automatic",87000,"Petrol",235,38.2,1.6
"Kodiaq",2017,20898,"Manual",20452,"Petrol",145,40.9,1.4
"Fabia",2019,12990,"Manual",1958,"Petrol",150,50.4,1
"GT86",2016,16000,"Manual",24089,"Petrol",265,36.2,2
"Mokka X",2017,10930,"Manual",13215,"Petrol",200,42.2,1.6
"Astra",2019,15000,"Semi-Auto",5000,"Petrol",145,51.4,1.4
"Mokka",2016,8891,"Manual",21033,"Petrol",200,40.9,1.6
"Astra",2018,12999,"Manual",34489,"Petrol",145,45.6,1.6
"Crossland X",2019,11798,"Manual",21243,"Petrol",145,44.8,1.2
"Corsa",2017,7499,"Manual",25000,"Petrol",150,55.4,1.4
"Mokka X",2019,14399,"Manual",9406,"Petrol",145,39.2,1.4
"A1",2015,9898,"Manual",40170,"Petrol",30,57.6,1.4
"Karoq",2020,24980,"Automatic",2000,"Petrol",150,41.5,1.5
"Meriva",2015,6998,"Manual",21385,"Petrol",150,47.1,1.4
"Astra",2019,10795,"Manual",19163,"Petrol",145,52.3,1.4
"A4",2018,34999,"Semi-Auto",16120,"Petrol",145,38.7,3
"Corsa",2018,9495,"Manual",6000,"Petrol",145,43.5,1.4
"Astra",2018,11298,"Manual",19874,"Petrol",150,49.6,1.4
"Mokka X",2016,10498,"Manual",11866,"Petrol",200,42.2,1.6
"A5",2013,12990,"Manual",31864,"Petrol",145,49.6,1.8
"Scala",2019,14995,"Manual",2688,"Petrol",150,49.6,1
"A1",2016,12490,"Manual",25103,"Petrol",0,67.3,1
"Corsa",2018,7699,"Manual",20623,"Petrol",145,55.4,1.4
"Yaris",2018,9995,"Manual",20020,"Petrol",145,47.1,1.5
"Astra",2019,12400,"Manual",8591,"Petrol",145,46.3,1.4
"RS5",2019,49750,"Automatic",16,"Petrol",145,30.1,2.9
"A4",2019,25990,"Automatic",8547,"Diesel",145,50.4,2
"Mokka X",2019,15290,"Automatic",17949,"Petrol",145,37.2,1.4
"Fabia",2016,10990,"Semi-Auto",16537,"Petrol",20,60.1,1.2
"Agila",2014,4995,"Manual",32300,"Petrol",30,55.4,1.2
"A1",2016,11800,"Manual",16133,"Petrol",0,67.3,1
"A3",2019,19700,"Manual",4272,"Diesel",145,51.4,1.6
"A1",2019,19850,"Semi-Auto",2969,"Petrol",145,47.9,1
"Mokka X",2017,13297,"Semi-Auto",29380,"Petrol",160,43.5,1.4
"Insignia",2017,11489,"Automatic",39172,"Diesel",145,55.4,1.6
"Meriva",2016,6298,"Manual",36259,"Petrol",150,47.1,1.4
"Q3",2016,18750,"Semi-Auto",27490,"Petrol",145,47.9,1.4
"Aygo",2017,7397,"Manual",14114,"Petrol",150,68.9,1
"Kodiaq",2017,21895,"Manual",20293,"Petrol",145,40.9,1.4
"C-HR",2018,17990,"Automatic",14000,"Petrol",145,47.9,1.2
"RAV4",2017,18798,"Automatic",37386,"Hybrid",20,57.6,2.5
"Corsa",2015,6998,"Manual",44797,"Petrol",30,55.4,1.4
"Combo Life",2019,14298,"Manual",6797,"Diesel",145,53.3,1.5
"Mokka X",2019,17450,"Manual",5000,"Diesel",145,60.1,1.6
"Yeti Outdoor",2017,13922,"Semi-Auto",11373,"Petrol",150,51.4,1.2
"Insignia",2016,5990,"Manual",85000,"Diesel",0,74.3,1.6
"Astra",2016,10499,"Automatic",46104,"Diesel",125,61.4,1.6
"Agila",2004,1395,"Manual",62000,"Petrol",145,43.5,1
"Fabia",2019,11899,"Manual",14333,"Petrol",150,61.4,1
"Octavia",2016,8999,"Manual",28397,"Diesel",20,70.6,2
"Fabia",2017,8900,"Manual",15817,"Petrol",145,64.2,1
"Aygo",2017,6750,"Manual",25639,"Petrol",145,69,1
"Yaris",2016,9995,"Automatic",28854,"Petrol",30,55,1.3
"Octavia",2017,10495,"Manual",34221,"Diesel",0,72.4,1.6
"C-HR",2018,23440,"Automatic",12814,"Hybrid",135,74.3,1.8
"Yeti",2015,9995,"Semi-Auto",36502,"Petrol",125,51.4,1.2
"Insignia",2014,7995,"Manual",39856,"Diesel",165,50.4,2
"A4",2019,20495,"Semi-Auto",4781,"Petrol",150,40.9,2
"A4",2017,14500,"Manual",27622,"Petrol",125,53.3,1.4
"Mokka X",2019,13599,"Automatic",20523,"Petrol",145,37.2,1.4
"Mokka X",2018,13695,"Semi-Auto",12100,"Petrol",145,43.5,1.4
"Mokka X",2019,17495,"Automatic",2000,"Petrol",145,37.2,1.4
"Grandland X",2018,16999,"Automatic",16500,"Petrol",145,43.5,1.2
"Adam",2017,10500,"Manual",17350,"Petrol",145,47.9,1.4
"Fabia",2016,8490,"Manual",33308,"Petrol",20,60.1,1.2
"A1",2015,13450,"Semi-Auto",42214,"Petrol",30,58.9,1.4
"A3",2016,17352,"Semi-Auto",41206,"Diesel",125,57.6,2
"A5",2019,31490,"Automatic",10,"Petrol",145,39.8,2
"Astra",2017,10498,"Manual",18286,"Petrol",145,51.4,1.4
"Yaris",2018,11295,"Manual",5973,"Petrol",145,58.9,1.5
"Astra",2017,8520,"Manual",37549,"Diesel",0,76.3,1.6
"Astra",2017,11199,"Semi-Auto",15876,"Diesel",125,61.4,1.6
"Karoq",2018,16525,"Manual",41271,"Petrol",145,53.3,1
"Yaris",2005,2795,"Manual",48830,"Petrol",145,50.4,1.3
"Mokka",2016,9998,"Manual",19753,"Petrol",160,44.8,1.4
"A4",2016,16990,"Manual",28500,"Diesel",30,64.2,2
"Mokka",2016,10000,"Automatic",26555,"Petrol",165,43.5,1.4
"Zafira",2016,9830,"Manual",20598,"Petrol",200,42.2,1.4
"Corsa",2014,4965,"Manual",65000,"Petrol",125,51.4,1.2
"Q3",2019,32990,"Automatic",7000,"Diesel",145,47.1,2
"Fabia",2017,7990,"Manual",18339,"Petrol",20,58.8,1
"Kodiaq",2018,21000,"Automatic",11925,"Diesel",145,49.6,2
"A6",2016,15995,"Manual",37729,"Diesel",30,64.2,2
"RAV4",2014,9780,"Manual",88870,"Diesel",125,57.6,2
"Scala",2019,14995,"Manual",1000,"Petrol",145,49.6,1
"Insignia",2015,8990,"Manual",67582,"Diesel",0,76.3,2
"Yaris",2018,10500,"Manual",15772,"Petrol",145,58.9,1.5
"Viva",2016,5750,"Manual",27159,"Petrol",20,62.8,1
"Crossland X",2019,12498,"Manual",14162,"Petrol",145,44.8,1.2
"Viva",2017,6995,"Manual",6709,"Petrol",145,62.8,1
"Corsa",2002,1495,"Manual",26000,"Petrol",200,44.8,1.2
"Yaris",2016,8750,"Manual",22000,"Petrol",30,55,1.3
"Mokka X",2018,13490,"Semi-Auto",32346,"Petrol",150,37.2,1.4
"Crossland X",2019,11998,"Manual",12065,"Diesel",145,62.8,1.5
"Q2",2017,21985,"Semi-Auto",11126,"Diesel",145,57.7,2
"A4",2019,25990,"Manual",4598,"Petrol",145,38.2,2
"Kamiq",2019,20995,"Semi-Auto",3000,"Petrol",145,43.5,1.5
"Yaris",2019,12495,"Manual",3942,"Petrol",145,47.9,1.5
"Mokka",2016,8998,"Manual",32586,"Petrol",160,44.8,1.4
"Citigo",2017,6995,"Manual",19526,"Petrol",150,68.9,1
"Astra",2017,10995,"Manual",39562,"Petrol",125,51.4,1.4
"Mokka X",2019,12998,"Manual",12654,"Petrol",145,39.2,1.4
"Aygo",2017,6995,"Manual",15747,"Petrol",0,69,1
"Corsa",2015,6732,"Manual",22046,"Petrol",125,54.3,1.4
"A4",2019,34991,"Semi-Auto",3019,"Diesel",145,44.1,2
"Octavia",2019,13470,"Manual",12491,"Petrol",150,55.4,1.5
"Astra",2017,9100,"Semi-Auto",49730,"Petrol",125,51.4,1.4
"A3",2017,14490,"Manual",29657,"Diesel",20,67.3,2
"Astra",2016,9590,"Manual",32514,"Diesel",20,72.4,1.6
"Viva",2016,5999,"Manual",30254,"Petrol",20,62.8,1
"A4",2019,25500,"Automatic",500,"Diesel",145,50.4,2
"Zafira",2016,10795,"Manual",20619,"Petrol",200,42.2,1.4
